,Strain,Type,Rating,Effects,Flavor,Description
1438,Mt-Hood-Magic,hybrid,4.7,"Euphoric,Happy,Creative,Focused,Uplifted","Earthy,Sweet,Citrus","Thought to be exclusive to Portland, Oregon dispensary Five Zero Trees, Mt. Hood Magic is a cross between Northern Lights #5 and Durban Poison. There a few different phenotypes available: two are indica-dominant and more resemble the NL5 portion of its genetics, testing at 17% and 14% THC; and one is sativa-dominant and similar to Durban Poison, testing at 19% THC."
1439,Mt-Rainier,hybrid,4.8,"Happy,Uplifted,Relaxed,Aroused,Tingly","Earthy,Woody,Sweet","As beautiful as the snowcapped mountain this strain was named after, the resinous Mt. Rainier hybrid was bred by RedEyed Genetics and hails from the Pacific Northwest. Northern Lights #5 meets White Lotus to create these frosty flowers that unleash scents of sweet citrus and fresh pine. This hybrid is great for daytime use, but don’t overdo it if you intend to stay functional and productive."
1440,Mud-Bite,indica,5.0,"Euphoric,Relaxed,Sleepy,Uplifted,Giggly",,"There is a very little known about Mud Bite. This strain supposedly originated in Ketchikan, Alaska among an enclave of float houses. When the tide receded and the float houses sank, they came to rest on the cold, muddy seafloor, which was referred to as the Mud Bight. This 75% indica-dominant strain is possibility a long lost descendant of Afghani genetics transplanted in Alaska sometime in the early to mid 70’s.    "
1447,Narnia,sativa,4.8,"Happy,Creative,Euphoric,Uplifted,Energetic","Sweet,Citrus,Spicy/Herbal","Narnia, a strain produced by Soulshine Cannabis and developed by Advanced Growing Technologies, is the stimulating sativa-dominant cross of Jack Herer and Trainwreck. It has an incredibly fast onset, imbuing consumers with an amplified sense of their imaginations while promoting upbeat physical activity. This long-lasting strain has massive trichome production and a terpene profile rich with citrus tang, spice, and a touch of sweetness. Enjoy Narnia to enhance mood, encourage creativity, and nullify lethargy. "
1450,Negra-44,indica,5.0,"Creative,Energetic,Relaxed,Hungry,Talkative","Sweet,Earthy,Citrus","Negra 44 is an indica-dominant strain bred by R-Kiem Seeds in Spain. This award-winning variety crosses a Top 44 indica with native Ghana landrace strains, and inherits an earthy, fruity aroma. Indoors, Negra 44 flowers in 8 weeks while outdoor gardens are ready for harvest at the end of September. Negra 44 produces dark green buds and has adapted over time to suit Mediterranean climates."
1457,Nexus-Og,indica,4.8,"Relaxed,Euphoric,Happy,Aroused,Sleepy","Sweet,Berry,Earthy",Nexus OG is an indica strain that competed in the 2014 L.A. Cannabis Cup.
1458,Nice-Cherry,indica,4.6,"Happy,Talkative,Uplifted,Relaxed,Hungry","Sweet,Berry,Pungent","Nice Cherry is an indica-dominant strain that captures the flavorful qualities of its Cherry parent and the relaxing attributes of Mr. Nice. With an aroma of sweet skunk, pine, and berry, Nice Cherry delivers a rush of cerebral energy that lifts the mood while relaxing the body. It’ll also bring an edge back to your appetite while providing focus to keep you productive."
1459,Nicole-Kush,indica,4.9,"Relaxed,Euphoric,Uplifted,Happy,Tingly","Pungent,Sweet,Woody","Nicole Kush is a 75/25 indica-dominant strain that will satisfy your need for potency as well as flavor. Kosher Kush from DNA Genetics teamed up with the Nicole indica from Marimberos to create a dynamic variety that captures sweet and woody flavors with a touch of lemon. Deep relaxation overtakes the body, leaving the mind calm and introspective. Its buds bloom with chunky calyxes that may take on a stunning blue hue as they mature, depending on the phenotype. A delight for novice cultivators, Nicole Kush is a hardy, low-maintenance plant that gives way to large yields so long as it’s raised indoors, in a greenhouse, or in a warm Mediterranean climate."
1460,Night-Nurse,indica,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Sweet,Earthy,Diesel","Night Nurse is an indica-dominant strain from Reeferman Seeds that combines genetics from BC Hash Plant, Harmony, and Fire OG. It’s commonly used to fight anxiety, stress, insomnia and chronic pain. Are you having trouble sleeping? This 80/20 indica provides a polite balance of relaxing cerebral and body effects, making this the perfect nighttime sleeping aid."
1461,Night-Terror-Og,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Earthy,Berry,Grape","Night Terror OG is what you get when you combine Blue Dream with Rare Darkness #1 genetics. This cleverly named hybrid sways heavily toward the indica side of the spectrum, inducing relaxing effects that sink deeper in the body over time. You may find your eyelids feeling heavy before long, but don’t let a name like Night Terror OG fool you: a good night’s sleep is on its way. This 70% indica isn’t necessarily a day-ender, as the OG Kush in Rare Darkness’ genes provides a heady, invigorating buzz that deteriorates stress at the end of a long day. These effects are ushered in by flavors of blueberry and fruit with subtle notes of lemon, pine, and diesel."
1464,Nightmare-Cookies,hybrid,4.7,"Relaxed,Euphoric,Happy,Creative,Uplifted","Sweet,Pine,Woody","The commonsense cross of White Nightmare and Girl Scout Cookies, Nightmare Cookies is a hybrid strain that locks the consumer to the couch while delivering robust, uplifting euphoria. Nightmare Cookies exhibits beautiful purple hues, bright orange pistils, and an aroma that is thick with pine sap, earth, and sweetness. Enjoy this strain toward the end of the day to capitalize on its relaxing effects, appetite stimulation, and overall sedation. "
1465,Nina-Limone,sativa,5.0,"Euphoric,Happy,Energetic,Talkative,Uplifted","Lemon,Sweet,Citrus","Nina Limone by Colorado Seed Inc. is a stimulating citrus-heavy cross of Super Lemon Haze and Rebel God Smoke. While this strain produces beautiful, rich nuggets of hard, resinous flower, the yield is small and unsuitable for mass production, but may still be found in special, rare quantities. Instead, CO Seed Inc. bred a series of strains to capture and stabilize the tropical qualities of Nina Limone in tandem with strains like Gupta Kush, Flo, Hawaiian Sunrise, and Silver Back. "
1466,Ninja-Fruit,hybrid,4.5,"Happy,Relaxed,Sleepy,Uplifted,Aroused","Grape,Citrus,Sweet","Ninja Fruit by Ocean Grown Seeds is a hybrid strain with a potent Haze aroma and unique purple foliage. By crossing Grapefruit Haze with Grape Ape (by Stoned Ninja), Ocean Grown Seeds created a cerebral, uplifting strain that stimulates creativity, good conversation, and appetite. The high quantities of terpenes myrcene and pinene in this strain help enhance the mood and ensure a sense of wellbeing. "
1468,North-American,indica,4.7,"Relaxed,Focused,Sleepy,Uplifted,Giggly","Earthy,Woody,Spicy/Herbal","North American refers to any strain that grows natively in this region. These indigenous vareities (also called landraces) can exhibit indica or sativa characteristics depending on the climate and latitude at which it grows. Sativas tend to grow in warmer regions closer to the equator, while the hardier indica varieties are more common beyond 30 degrees latitude."
1469,North-American-Sativa,sativa,4.8,"Uplifted,Euphoric,Focused,Happy,Relaxed","Earthy,Pungent,Skunk","North American refers to any strain that grows natively in this region. These indigenous vareities (also called landraces) can exhibit indica or sativa characteristics depending on the climate and latitude at which it grows. Sativas tend to grow in warmer regions closer to the equator, while the hardier indica varieties are more common beyond 30 degrees latitude."
1471,Northernberry,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Berry,Sweet","Meet Northern Berry (or Northernberry), daughter to the power couple Northern Lights #5 and Blueberry. Her father passes on that signature blueberry aroma underscored by notes of earthy hash. Despite its heavy indica influence, Northern Berry delivers a complex balance of cerebral and body effects best suited for late afternoon or evening consumption. Novices, take caution: Northern Berry is intense experience for both mind and body, and may induce an early night’s sleep when overdone. However, for you patients treating pain and insomnia, these crushingly heavy effects may be just what you need to put symptoms to rest."
1476,Northern-Skunk,hybrid,4.5,"Happy,Relaxed,Euphoric,Uplifted,Hungry","Skunk,Earthy,Pungent",
1477,Northern-Wreck,indica,4.8,"Relaxed,Euphoric,Happy,Tingly,Creative","Earthy,Woody,Citrus","Northern Wreck is an indica-dominant strain that combines the dizzying strength of Northern Lights with the complex cerebral sensations of Trainwreck. Get to a comfortable place, because Northern Wreck will leave you melting under the force of its euphoria. With its heavy yields and fast flowering cycle, Northern Wreck is a blessing to commercial growers looking to harvest a lot of product quickly."
1478,Northwest-Pineapple,hybrid,5.0,"Uplifted,Euphoric,Happy,Relaxed","Sweet,Pineapple","Northwest Pineapple is an indica-dominant hybrid created by crossing the timeless classic Northern Lights and the fruit-forward Oregon Pineapple. It has an enticing aroma of sweet, earthy pineapple with a Haze-like undertone. The taste is delicious, offering consumers a hint of citrus that intensifies upon exhaling. This strain expresses large, fluffy spade-shaped buds with mint green foliage and a thick layer of amber hairs. Northwest Pineapple has a happy and uplifting high that easily improves mood while going easy on the body. "
1479,Nova,indica,4.9,"Happy,Creative,Euphoric,Relaxed,Uplifted","Berry,Earthy,Woody","Nova is Canadian LP Tweed’s version of Pennywise, an indica-dominant cannabis strain with an equal ratio of THC and CBD. This combination of cannabinoids offers enhanced therapeutic effects for patients treating pain, anxiety, inflammation, stress disorders, and many other symptoms and conditions. Nova combines genetics from Jack the Ripper and Harlequin, who pass on relaxed and focused effects perfect for daytime medicating or productive afternoons. The aroma is subtle, but sweet woody notes with spicy pepper undertones can be detected on the exhale."
1480,Nuclear-Cookies,hybrid,4.7,None,None,"Nuclear Cookies is a new creation from Arizona Natural Selections. This 50/50 hybrid is the genetic offspring  of Chernobyl and Girl Scout Cookies, and offers a sweet, citrusy fragrance and a rich, earthy taste. Its aroma lingers after consumption, blanketing the consumer in its pungent terpene profile. This strain’s uplifting and relaxing full-body effects are coupled with pleasant euphoria, making this strain enjoyable and workable throughout the day. Consumers looking to ease stress, pain, and nausea may find the relief they seek in this odoriferous cannabis cut. "
1482,Nuken,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Sweet,Earthy,Woody","The mostly indica Nuken is a Canadian strain bred by combining genetics from Kish (a cross of two Shishkaberry parents) and God Bud. Her even-keeled effects are delivered alongside a sweet, earthy aroma of fresh herbs and grass. While undeniably strong, Nuken typically leaves you functional enough to still enjoy hobbies and the company of friends. Nuken blooms with rounded, dense buds covered in a blanket of crystal resin veiling its sage hues."
1484,Oca-Gold,indica,4.8,"Sleepy,Relaxed,Tingly,Euphoric,Happy","Spicy/Herbal,Sweet,Flowery","OCA Gold by Oregon Cannabis Authority is a potent indica-dominant cross of Afghani and Hindu Kush. This sedative genetic union is a natural bedfellow for consumers seeking relief from insomnia, restlessness, and minor physical discomforts. Its heavy physical effects ground the body and mind in a blissful, tranquilizing state. OCA Gold has a Kushy terpene profile that reeks of sweet floral and hashy aromas. "
1485,Ocas-Cloud-9,hybrid,4.8,"Energetic,Happy,Uplifted,Euphoric,Talkative","Citrus,Flowery,Tea","OCA’s Cloud 9 is a phenotype of the mysterious Brazilian landrace strain known as Borderliner. Though the flowers don’t have a pronounced odor, just a slightly sweet smell, they pack a serious punch, some testing at over 30% THC. And while Borderliner is noted for having a heavy, indica-like effect, OCA’s Cloud 9 gives users an energizing and uplifting high that is good for combating depression and anxiety while also offering excellent pain relief. Keep in mind this strain is different from Cloud 9 by Kiwiseeds and Dampkring Classics."
